date_key,full_date,day,month,year,quarter,weekday
1,2025-01-01,1,1,2025,1,Wednesday
2,2025-01-02,2,1,2025,1,Thursday
3,2025-01-03,3,1,2025,1,Friday
4,2025-01-04,4,1,2025,1,Saturday
5,2025-01-05,5,1,2025,1,Sunday
6,2025-01-06,6,1,2025,1,Monday
7,2025-01-07,7,1,2025,1,Tuesday
8,2025-01-08,8,1,2025,1,Wednesday
9,2025-01-09,9,1,2025,1,Thursday
10,2025-01-10,10,1,2025,1,Friday
11,2025-01-11,11,1,2025,1,Saturday
12,2025-01-12,12,1,2025,1,Sunday
13,2025-01-13,13,1,2025,1,Monday
14,2025-01-14,14,1,2025,1,Tuesday
15,2025-01-15,15,1,2025,1,Wednesday
16,2025-01-16,16,1,2025,1,Thursday
17,2025-01-17,17,1,2025,1,Friday
18,2025-01-18,18,1,2025,1,Saturday
19,2025-01-19,19,1,2025,1,Sunday
20,2025-01-20,20,1,2025,1,Monday
21,2025-01-21,21,1,2025,1,Tuesday
22,2025-01-22,22,1,2025,1,Wednesday
23,2025-01-23,23,1,2025,1,Thursday
24,2025-01-24,24,1,2025,1,Friday
25,2025-01-25,25,1,2025,1,Saturday
26,2025-01-26,26,1,2025,1,Sunday
27,2025-01-27,27,1,2025,1,Monday
28,2025-01-28,28,1,2025,1,Tuesday
29,2025-01-29,29,1,2025,1,Wednesday
30,2025-01-30,30,1,2025,1,Thursday
31,2025-01-31,31,1,2025,1,Friday
32,2025-02-01,1,2,2025,1,Saturday
33,2025-02-02,2,2,2025,1,Sunday
34,2025-02-03,3,2,2025,1,Monday
35,2025-02-04,4,2,2025,1,Tuesday
36,2025-02-05,5,2,2025,1,Wednesday
37,2025-02-06,6,2,2025,1,Thursday
38,2025-02-07,7,2,2025,1,Friday
39,2025-02-08,8,2,2025,1,Saturday
40,2025-02-09,9,2,2025,1,Sunday
41,2025-02-10,10,2,2025,1,Monday
42,2025-02-11,11,2,2025,1,Tuesday
43,2025-02-12,12,2,2025,1,Wednesday
44,2025-02-13,13,2,2025,1,Thursday
45,2025-02-14,14,2,2025,1,Friday
46,2025-02-15,15,2,2025,1,Saturday
47,2025-02-16,16,2,2025,1,Sunday
48,2025-02-17,17,2,2025,1,Monday
49,2025-02-18,18,2,2025,1,Tuesday
50,2025-02-19,19,2,2025,1,Wednesday
51,2025-02-20,20,2,2025,1,Thursday
52,2025-02-21,21,2,2025,1,Friday
53,2025-02-22,22,2,2025,1,Saturday
54,2025-02-23,23,2,2025,1,Sunday
55,2025-02-24,24,2,2025,1,Monday
56,2025-02-25,25,2,2025,1,Tuesday
57,2025-02-26,26,2,2025,1,Wednesday
58,2025-02-27,27,2,2025,1,Thursday
59,2025-02-28,28,2,2025,1,Friday
60,2025-03-01,1,3,2025,1,Saturday
61,2025-03-02,2,3,2025,1,Sunday
62,2025-03-03,3,3,2025,1,Monday
63,2025-03-04,4,3,2025,1,Tuesday
64,2025-03-05,5,3,2025,1,Wednesday
65,2025-03-06,6,3,2025,1,Thursday
66,2025-03-07,7,3,2025,1,Friday
67,2025-03-08,8,3,2025,1,Saturday
68,2025-03-09,9,3,2025,1,Sunday
69,2025-03-10,10,3,2025,1,Monday
70,2025-03-11,11,3,2025,1,Tuesday
71,2025-03-12,12,3,2025,1,Wednesday
72,2025-03-13,13,3,2025,1,Thursday
73,2025-03-14,14,3,2025,1,Friday
74,2025-03-15,15,3,2025,1,Saturday
75,2025-03-16,16,3,2025,1,Sunday
76,2025-03-17,17,3,2025,1,Monday
77,2025-03-18,18,3,2025,1,Tuesday
78,2025-03-19,19,3,2025,1,Wednesday
79,2025-03-20,20,3,2025,1,Thursday
80,2025-03-21,21,3,2025,1,Friday
81,2025-03-22,22,3,2025,1,Saturday
82,2025-03-23,23,3,2025,1,Sunday
83,2025-03-24,24,3,2025,1,Monday
84,2025-03-25,25,3,2025,1,Tuesday
85,2025-03-26,26,3,2025,1,Wednesday
86,2025-03-27,27,3,2025,1,Thursday
87,2025-03-28,28,3,2025,1,Friday
88,2025-03-29,29,3,2025,1,Saturday
89,2025-03-30,30,3,2025,1,Sunday
90,2025-03-31,31,3,2025,1,Monday
91,2025-04-01,1,4,2025,2,Tuesday
92,2025-04-02,2,4,2025,2,Wednesday
93,2025-04-03,3,4,2025,2,Thursday
94,2025-04-04,4,4,2025,2,Friday
95,2025-04-05,5,4,2025,2,Saturday
96,2025-04-06,6,4,2025,2,Sunday
97,2025-04-07,7,4,2025,2,Monday
98,2025-04-08,8,4,2025,2,Tuesday
99,2025-04-09,9,4,2025,2,Wednesday
100,2025-04-10,10,4,2025,2,Thursday
101,2025-04-11,11,4,2025,2,Friday
102,2025-04-12,12,4,2025,2,Saturday
103,2025-04-13,13,4,2025,2,Sunday
104,2025-04-14,14,4,2025,2,Monday
105,2025-04-15,15,4,2025,2,Tuesday
106,2025-04-16,16,4,2025,2,Wednesday
107,2025-04-17,17,4,2025,2,Thursday
108,2025-04-18,18,4,2025,2,Friday
109,2025-04-19,19,4,2025,2,Saturday
110,2025-04-20,20,4,2025,2,Sunday
111,2025-04-21,21,4,2025,2,Monday
112,2025-04-22,22,4,2025,2,Tuesday
113,2025-04-23,23,4,2025,2,Wednesday
114,2025-04-24,24,4,2025,2,Thursday
115,2025-04-25,25,4,2025,2,Friday
116,2025-04-26,26,4,2025,2,Saturday
117,2025-04-27,27,4,2025,2,Sunday
118,2025-04-28,28,4,2025,2,Monday
119,2025-04-29,29,4,2025,2,Tuesday
120,2025-04-30,30,4,2025,2,Wednesday
121,2025-05-01,1,5,2025,2,Thursday
122,2025-05-02,2,5,2025,2,Friday
123,2025-05-03,3,5,2025,2,Saturday
124,2025-05-04,4,5,2025,2,Sunday
125,2025-05-05,5,5,2025,2,Monday
126,2025-05-06,6,5,2025,2,Tuesday
127,2025-05-07,7,5,2025,2,Wednesday
128,2025-05-08,8,5,2025,2,Thursday
129,2025-05-09,9,5,2025,2,Friday
130,2025-05-10,10,5,2025,2,Saturday
131,2025-05-11,11,5,2025,2,Sunday
